"personLabel"	"assocLabel"
"Keith Murray (rapper)"	"R. Kelly"
"Keith Murray (rapper)"	"Canibus"
"Keith Murray (rapper)"	"Big Daddy Kane"
"MC Kinky"	"Gwen Stefani"
"MC Kinky"	"Natacha Atlas"
"MC Kinky"	"Boy George"
"Ming (DJ)"	"Steve Aoki"
"Mitch Merrett"	"Chad Brownlee"
"Pete Atkin"	"Clive James"
"Problem (rapper)"	"Iamsu!"
"Problem (rapper)"	"Snoop Dogg"
"Sven Lõhmus"	"Sandra Nurmsalu"
"Sven Lõhmus"	"Laura Põldvere"
"Sven Lõhmus"	"Grete Paia"
"Tony Garnier (musician)"	"Bob Dylan"
"Adam Brown (music educator)"	"Anna Fegi"
"Alex Turner (musician)"	"Bill Ryder-Jones"
"Alex Turner (musician)"	"John Cooper Clarke"
"Alex Turner (musician)"	"Miles Kane"
"Alkaline (musician)"	"Mavado (singer)"
"Anderson Paak"	"Dr. Dre"
"Anderson Paak"	"Wax (rapper)"
"Anderson Paak"	"Knxwledge"
"Anderson Paak"	"Tokimonsta"
"Andrew Cyrille"	"David S. Ware"
"Andrew Cyrille"	"Cecil Taylor"
"Andrew Cyrille"	"Carla Bley"
"Anthony Preston (record producer)"	"Britney Spears"
"Anthony Preston (record producer)"	"Pitbull (rapper)"
"Anthony Preston (record producer)"	"T.I."
"Anthony Preston (record producer)"	"Will.i.am"
"Arca (producer)"	"Björk"
"Arca (producer)"	"Kanye West"
"Arianna Bergamaschi"	"Pitbull (rapper)"
"Arik Einstein"	"Peter Roth (musician)"
"Arik Einstein"	"Shalom Hanoch"
"Armen Nalbandian"	"Nasheet Waits"
"Arthur Fogel"	"Lady Gaga"
"Arthur Fogel"	"Madonna (entertainer)"
"Bamboo Mañalac"	"Apl.de.ap"
"Bamboo Mañalac"	"Sharon Cuneta"
"Ben Weinman"	"Kimbra"
"Bill Black"	"Elvis Presley"
"Black Point (artist)"	"Pitbull (rapper)"
"Black Point (artist)"	"El Cata"
"Black Point (artist)"	"Ñengo Flow"
"Black Point (artist)"	"Daddy Yankee"
"Bob Carroll (singer/actor)"	"Jimmy Dorsey"
"Bob Carroll (singer/actor)"	"Gordon Jenkins"
"Bob Carroll (singer/actor)"	"Glenn Miller"
"Bob Ferguson (musician)"	"Chet Atkins"
"Bob Ferguson (musician)"	"Dolly Parton"
"Bob Ferguson (musician)"	"Ferlin Husky"
"Brad Turner (musician)"	"Kenny Wheeler"
"Brad Turner (musician)"	"Miles Black"
"Brad Turner (musician)"	"Renee Rosnes"
"Brad Turner (musician)"	"Ernie Watts"
"Charlotte Savary"	"Wax Tailor"
"Charmaine (musician)"	"Jonathan Thulin"
"Cheney Brannon"	"Joel Kosche"
"Cheryl Lynn"	"Richard Marx"
"Cheryl Lynn"	"Chaka Khan"
"Cozy Cole"	"Blanche Calloway"
"Cozy Cole"	"Stuff Smith"
"Cozy Cole"	"Louis Armstrong"
"Cozy Cole"	"Cab Calloway"
"Cozy Cole"	"Raymond Scott"
"Cozy Cole"	"Benny Carter"
"DJ Drama"	"Meek Mill"
"DJ Drama"	"50 Cent"
"DJ Drama"	"Willie the Kid (rapper)"
"DJ Drama"	"Chris Brown"
"DJ Drama"	"T.I."
"DJ Drama"	"Lil Wayne"
"DJ Drama"	"Fabolous"
"DJ Envy"	"Angela Yee"
"DJ Envy"	"Charlamagne Tha God"
"DJ Envy"	"DJ Clue?"
"DJ Kool"	"Chuck Brown"
"DJ Kool"	"Fatman Scoop"
"Danijel Alibabić"	"Ksenija Pajčin"
"Darren Jessee"	"Sharon Van Etten"
"Dash (rapper)"	"Ab-Soul"
"Duffy (singer)"	"Bernard Butler"
"Dusty Drake"	"Brett James"
"Ebo Taylor"	"Fela Kuti"
"Eduardo Niebla"	"Antonio Forcione"
"Elliot Levine"	"Wilson Pickett"
"Emilie Mover"	"Sandro Perri"
"Eric Stefani"	"Gwen Stefani"
"Etta Jones"	"Leonard Feather"
"Eugene McGuinness"	"Miles Kane"
"Frank Hudec"	"Al Hirt"
"Frank Hudec"	"Stan Seltzer"
"Gemini (musician)"	"Greta Svabo Bech"
"Gerry Goffin"	"Carole King"
"Greg ""Fingers"" Taylor"	"Kim Wilson"
"Hezekiah (rapper)"	"Eric Roberson"
"Hezekiah (rapper)"	"Illmind"
"Hezekiah (rapper)"	"Yahzarah"
"Hezekiah (rapper)"	"Georgia Anne Muldrow"
"Hezekiah (rapper)"	"Reef the Lost Cauze"
"Hezekiah (rapper)"	"Mos Def"
"Hot Rod (rapper)"	"50 Cent"
"James Blake (musician)"	"RZA"
"James Blake (musician)"	"Chance the Rapper"
"James Blake (musician)"	"Brian Eno"
"James Blake (musician)"	"Frank Ocean"
"James Blake (musician)"	"Beyoncé"
"Jason Jones (country singer)"	"Brett Beavers"
"Jayce Landberg"	"Göran Edman"
"Jesse Stone"	"Big Joe Turner"
"Jesse Stone"	"Chick Webb"
"Jim Anderson (sound engineer)"	"Charles Mingus"
"Jim Anderson (sound engineer)"	"Eubie Blake"
"Joe Young (lyricist)"	"Mort Dixon"
"Joe Young (lyricist)"	"Harry Warren"
"John Howard (singer-songwriter)"	"Darren Hayman"
"John Kirby (musician)"	"Fletcher Henderson"
"John McCoy (musician)"	"Joey Belladonna"
"John McInerney"	"Dieter Bohlen"
"John Whitehead (singer)"	"Otis Redding"
"Johnny Moore (trumpeter)"	"Bob Marley"
"Johnny Moore (trumpeter)"	"Bunny Wailer"
"Johnson (rapper)"	"L.O.C. (rapper)"
"Jonathan Mover"	"Shakira"
"Jonathan Mover"	"Alice Cooper"
"Jonathan Mover"	"Joe Satriani"
"Jonathan Wilson (musician)"	"Andy Cabic"
"Jonathan Wilson (musician)"	"Chris Robinson (singer)"
"Jonathan Wilson (musician)"	"Gary Louris"
"Jonny ""Itch"" Fox"	"Megan Joy"
"Jonny ""Itch"" Fox"	"BC Jean"
"Juan Carlos Paz y Puente"	"Edith Márquez"
"Juan Carlos Paz y Puente"	"Frank Sinatra"
"Juan Carlos Paz y Puente"	"Celia Cruz"
"Juan Carlos Paz y Puente"	"Carlos Santana"
"Juan Carlos Paz y Puente"	"David Foster"
"Juan Carlos Paz y Puente"	"Elán (musician)"
"Kazuya Kamenashi"	"Kōji Tamaki"
"Keter Betts"	"Charlie Byrd"
"Kool A.D."	"Mr. Muthafuckin' eXquire"
"Larry Smith (producer)"	"Russell Simmons"
"Larry Smith (producer)"	"Kurtis Blow"
"Larry Smith (producer)"	"Jimmy Spicer"
"Linda Strawberry"	"Bon Harris"
"Linda Strawberry"	"Billy Corgan"
"Lizzy Pattinson"	"Robert Pattinson"
"Lloyd Ahlquist"	"Peter Shukoff"
"Lloyd Ahlquist"	"Shay Carl"
"Lloyd Ahlquist"	"Ray William Johnson"
"Lloyd Ahlquist"	"Rhett and Link"
"Lora (singer)"	"Sonny Flame"
"Lord Finesse"	"Ice-T"
"Lord Finesse"	"Big L"
"Lupillo Rivera"	"Jenni Rivera"
"Lupillo Rivera"	"Chiquis Rivera"
"Mamoru Samuragochi"	"Takashi Niigaki"
"Marius Moga"	"Daniel Merriweather"
"Marius Moga"	"Guess Who (rapper)"
"Michael Gray (DJ)"	"Steve Edwards (singer)"
"Mickey Roker"	"Bobby Hutcherson"
"Mickey Roker"	"Stanley Turrentine"
"Mickey Roker"	"Sarah Vaughan"
"Mickey Roker"	"Zoot Sims"
"Mickey Roker"	"Oscar Peterson"
"Mickey Roker"	"Toshiko Akiyoshi"
"Mickey Roker"	"Junior Mance"
"Mickey Roker"	"Bucky Pizzarelli"
"Mickey Roker"	"Horace Silver"
"Micky Lee Soule"	"Roger Glover"
"Micky Moody"	"Uriah Heep"
"Micky Waller"	"Rod Stewart"
"Micky Waller"	"Cyril Davies"
"Mikkel Flagstad"	"Simon Brehm"
"Mini (singer)"	"Yasutaka Nakata"
"Mohamed Sulayman Tubeec"	"Abdullahi Qarshe"
"Mulgrew Miller"	"Tony Williams (drummer)"
"Nabil Salameh"	"Achinoam Nini"
"Naldo (producer)"	"Tito El Bambino"
"Nathaniel James Clarkson"	"Chris Grabiec"
"Paco de Lucía"	"Malú"
"Paco de Lucía"	"Al Di Meola"
"Paco de Lucía"	"Bryan Adams"
"Parker Kindred"	"Jeff Buckley"
"Pat Smear"	"Belinda Carlisle"
"Pattie Howard"	"Whitney Houston"
"Pattie Howard"	"Michael Jackson"
"Pete Yellin"	"Maynard Ferguson"
"Pete Yellin"	"Buddy Rich"
"Peter Svensson"	"Meghan Trainor"
"Piggy D."	"Rob Zombie"
"Piggy D."	"Alice Cooper"
"Pop Winans"	"Marvin Winans"
"Pop Winans"	"Ronald Winans"
"Pop Winans"	"James Cleveland"
"Promise (rapper)"	"Dan-e-o"
"Psy"	"Lee Hi"
"Psy"	"Hyuna"
"Ralph Blane"	"Hugh Martin"
"Ralph Blane"	"Harry Warren"
"Ralph Blane"	"Harold Arlen"
"Ray Collins (musician)"	"Frank Zappa"
"Ray Kinney"	"Johnny Noble"
"Ray Kinney"	"Harry Owens"
"Reveal (rapper)"	"Hichkas"
"Reveal (rapper)"	"Shadia Mansour"
"Reveal (rapper)"	"Doc Brown (rapper)"
"Reveal (rapper)"	"Mahdyar Aghajani"
"Rick Wills"	"Peter Frampton"
"Rick Wills"	"Roger Daltrey"
"Ricky Skaggs"	"Emmylou Harris"
"Ricky Skaggs"	"Bruce Hornsby"
"Ricky Skaggs"	"J. D. Crowe"
"Roman Glick"	"Jesse James Dupree"
"Ron Mathewson"	"Gordon Beck"
"Roy Drusky"	"Jim Reeves"
"Roy Hargrove"	"Johnny Griffin"
"Roy Haynes"	"Sarah Vaughan"
"Roy Haynes"	"Wardell Gray"
"Roy Haynes"	"Lester Young"
"Samian (rapper)"	"Anodajay"
"Sarah Dash"	"Nona Hendryx"
"Saskia Laroo"	"Roy Hargrove"
"Saskia Laroo"	"Hans Dulfer"
"Scarlet Rivera"	"Bob Dylan"
"Scott F. Crago"	"Stevie Nicks"
"Scott F. Crago"	"Sheryl Crow"
"Scott F. Crago"	"Don Henley"
"Ski (record producer)"	"AZ (rapper)"
"Skull (singer)"	"Haha (entertainer)"
"Sleep (rapper)"	"Josh Martinez"
"Sohn (musician)"	"Lana Del Rey"
"Sohn (musician)"	"Banks (singer)"
"Space Cowboy (musician)"	"Lady Gaga"
"Space Cowboy (musician)"	"Nadia Oh"
"Space Cowboy (musician)"	"RedOne"
"Steve Douglas (saxophonist)"	"Duane Eddy"
"Tim Ryan (country musician)"	"Phil Vassar"
"Tony Duran (musician)"	"Frank Zappa"
"Valerie Morales"	"Noriega (producer)"
"Valerie Morales"	"Eddie Dee"
"Valerie Morales"	"K-Mil"
"Valerie Morales"	"Daddy Yankee"
"Watkin Tudor Jones"	"Yolandi Visser"
"Wilko Johnson"	"Roger Daltrey"
"Wolfgang Gartner"	"Will.i.am"
"Wolfgang Gartner"	"Deadmau5"
"XOV (musician)"	"Lorde"
"Yas"	"Hichkas"
"Yasutaka Nakata"	"Oliver Heldens"
"Yasutaka Nakata"	"Kyary Pamyu Pamyu"
"Yasutaka Nakata"	"Meg (singer)"
"Yulia Savicheva"	"Maxim Fadeev"
"Zeke Zarchy"	"Red Norvo"
"Zeke Zarchy"	"Artie Shaw"
"Zeke Zarchy"	"Frank Sinatra"
"Zeke Zarchy"	"Glenn Miller"
"Bashy"	"Tinie Tempah"
"Bashy"	"Wretch 32"
"Bashy"	"Kano (rapper)"
"Bashy"	"Tinchy Stryder"
"Bashy"	"Chip (rapper)"
"Dale McBride"	"Terry McBride (musician)"
"Dalma Kovács"	"Marius Moga"
"David Raleigh"	"Nathan Leigh Jones"
"David Raleigh"	"Alan Cumming"
"Fay-Ann Lyons"	"Bunji Garlin"
"Greg Penny"	"Elton John"
"Greg Penny"	"Cher"
"J. Lewis"	"Flo Rida"
"Marc Mysterio"	"Carlos McKinney"
"Marc Mysterio"	"Flo Rida"
"Marc Mysterio"	"Chris Willis"
"Mark Ritsema"	"John Sinclair (poet)"
"Meg Baird"	"Sharon Van Etten"
"Todd Sickafoose"	"Ani DiFranco"
"40 Glocc"	"Kurupt"
"40 Glocc"	"50 Cent"
"40 Glocc"	"Ras Kass"
"40 Glocc"	"Jayo Felony"
"40 Glocc"	"Spider Loc"
"Adam Cruz"	"Chick Corea"
"Aditya Kalyanpur"	"Zakir Hussain (musician)"
"Aira Mitsuki"	"Saori@destiny"
"Ala Ghawas"	"Mohammed Haddad"
"Alexander Geringas"	"Toby Rand"
"Alexander Zhurbin"	"Vladimir Nabokov"
"Alexander Zhurbin"	"Joseph Brodsky"
"Alexander Zhurbin"	"Nikolay Baskov"
"Allison Iraheta"	"Adam Lambert"
"Allison Iraheta"	"Orianthi"
"Alycia Bellamy"	"YG (rapper)"
"Alycia Bellamy"	"Frank Ocean"
"Aman Hayer"	"Harbhajan Mann"
"Aman Hayer"	"Jassi Sidhu"
"Aman Hayer"	"Gippy Grewal"
"Aman Hayer"	"Angrej Ali"
"Aman Hayer"	"Sarbjit Cheema"
"Aman Hayer"	"Geeta Zaildar"
"Amaury Gutiérrez"	"A.B. Quintanilla"
"Andrew Hollander"	"Adrienne Shelly"
"Andrew Hollander"	"Celine Dion"
"Andrew Hollander"	"Jacquie Lee"
"Andrew Hollander"	"Babyface (musician)"
"Andy Skib"	"David Cook (singer)"
"Anelia"	"Galena (singer)"
"Angel Taylor"	"Katrina Parker"
"Angela McCluskey"	"Morgan Page"
"Angela McCluskey"	"BT (musician)"
"Anita Meyer"	"Lee Towers"
"Anita Meyer"	"Carola Häggkvist"
"Asher Roth"	"Nottz"
"Atari Blitzkrieg"	"Groovie Mann"
"Atari Blitzkrieg"	"Daedelus (musician)"
"Atari Blitzkrieg"	"Timbo King"
"Atari Blitzkrieg"	"Sadat X"
"Atari Blitzkrieg"	"Lord Jamar"
"B.o.B"	"Tech N9ne"
"B.o.B"	"Scotty ATL"
"B.o.B"	"Chris Brown"
"B.o.B"	"T.I."
"Babatunde Lea"	"Jana Herzen"
"Ben Marwood"	"Frank Turner"
"Ben Marwood"	"Oxygen Thief"
"Bernie Finkelstein"	"Murray McLauchlan"
"Bernie Finkelstein"	"Barney Bentall"
"Bernie Finkelstein"	"Bruce Cockburn"
"Bessy Argyraki"	"Nikos Karvelas"
"Bigga Haitian"	"Cedric Brooks"
"Blac Elvis"	"R. Kelly"
"Blac Elvis"	"Harold Lilly (songwriter)"
"Blac Elvis"	"Keri Hilson"
"Blac Elvis"	"Beyoncé"
"Blac Elvis"	"Fergie (singer)"
"Blaqstarr"	"Rye Rye"
"Bobby Creekwater"	"50 Cent"
"Bobby Creekwater"	"Big K.R.I.T."
"Bocafloja"	"Gabriel Teodros"
"Boom Jinx"	"Aruna (singer)"
"Boom Jinx"	"Thomas J. Bergersen"
"Boom Jinx"	"BT (musician)"
"Brad Barr"	"Sonya Kitchell"
"Braille (rapper)"	"Ohmega Watts"
"Brian LeBarton"	"Tobacco (musician)"
"Brian LeBarton"	"Beck"
"Brian LeBarton"	"Feist (singer)"
"Brij Narayan"	"Chatur Lal"
"Brij Narayan"	"Ram Narayan"
"Bukkcity"	"Figgkidd"
"Calvin Keys"	"Jimmy Smith (musician)"
"Calvin Keys"	"Ahmad Jamal"
"Carlos Bonell"	"Paul McCartney"
"Carlos Bonell"	"John Williams (guitarist)"
"Chaitra H. G."	"Gurukiran"
"Chaitra H. G."	"Ricky Kej"
"Chaitra H. G."	"Hamsalekha"
"Charlie Fink"	"Laura Marling"
"Charlie Fink"	"Charlotte Gainsbourg"
"Charlie Green (singer)"	"Andrew Johnston (singer)"
"Charlie Green (singer)"	"Faryl Smith"
"Charlie Winston"	"Peter Gabriel"
"Charlie Winston"	"Tom Baxter"
"Chris Julian (musician)"	"David Bowie"
"Chris Julian (musician)"	"Art Garfunkel"
"Chris Julian (musician)"	"Jimmy Webb"
"Chris Julian (musician)"	"Queen Latifah"
"Chris Julian (musician)"	"Chaka Khan"
"Chris Julian (musician)"	"David Crosby"
"Chuggo"	"Immortal Technique"
"Cindy Church"	"Ian Tyson"
"Clodagh Simonds"	"Mike Oldfield"
"Clodagh Simonds"	"Steven Wilson"
"Cobhams Asuquo"	"Timi Dakolo"
"Cobhams Asuquo"	"Bez (musician)"
"Colin Lester"	"Remi Nicole"
"Colin Lester"	"Craig David"
"Colin Munroe"	"Blaqstarr"
"Colin Munroe"	"Dallas Austin"
"Colin Munroe"	"Wale (rapper)"
"Colt Ford"	"Jake Owen"
"Colt Ford"	"Brantley Gilbert"
"Colt Ford"	"JJ Lawhorn"
"Colt Ford"	"Bubba Sparxxx"
"Conya Doss"	"Eric Roberson"
"Conya Doss"	"Yahzarah"
"Conya Doss"	"Sy Smith"
"Cœur de pirate"	"Nicola Sirkis"
"Cœur de pirate"	"Julien Doré"
"DJ Chef"	"Benga (musician)"
"DJ Chef"	"Skream"
"Dale Murray (musician)"	"Hayden (musician)"
"Danny Fernandes"	"Belly (rapper)"
"Danny Fernandes"	"Tyler Medeiros"
"Danny Schmidt"	"Devon Sproule"
"Danny Schmidt"	"Carrie Elkin"
"Darey"	"Naeto C"
"Darey"	"9ice"
"Darren Lighty"	"Marley Marl"
"Darren Lighty"	"Tragedy Khadafi"
"Darren Lighty"	"Heavy D"
"Darryl Swann"	"Erykah Badu"
"Darryl Swann"	"Angie Stone"
"Darryl Swann"	"Rick Rubin"
"Darryl Swann"	"Mos Def"
"Darryl Swann"	"Babyface (musician)"
"David Batteau"	"Bonnie Raitt"
"David Batteau"	"Donna Summer"
"David Choi"	"Kina Grannis"
"David Choi"	"Wong Fu Productions"
"David Van Tieghem"	"Peter Gordon (composer)"
"David Van Tieghem"	"Arthur Russell (musician)"
"Dean Brody"	"Keith Stegall"
"Dee Palmer"	"Bert Jansch"
"Denny DeMarchi"	"Dolores O'Riordan"
"Dominique Dalcan"	"Ryuichi Sakamoto"
"Dominique Dalcan"	"Hector Zazou"
"Don Snow"	"Tina Turner"
"Donald Robertson (producer)"	"Bun B"
"Donald Robertson (producer)"	"Silkk the Shocker"
"Donald Robertson (producer)"	"Mos Def"
"Donald Robertson (producer)"	"T.I."
"Donald Robertson (producer)"	"Trick Daddy"
"Donald Robertson (producer)"	"C-Murder"
"Donald Robertson (producer)"	"Juvenile (rapper)"
"Donnie Williams"	"Ledisi"
"Donnie Williams"	"Fantasia Barrino"
"Doudou Gouirand"	"Mal Waldron"
"Doudou Gouirand"	"Lester Bowie"
"Doudou Gouirand"	"Dino Saluzzi"
"Douglas September"	"Bill Frisell"
"Doveman"	"Sam Amidon"
"Drake Levin"	"Emitt Rhodes"
"Drake Levin"	"Ananda Shankar"
"Drew Wright"	"Theo Tams"
"Ed Calle"	"Gloria Estefan"
"Ed Calle"	"Arturo Sandoval"
"Ed Mann"	"Frank Zappa"
"Elias Mallin"	"Kesha"
"Ella Leya"	"Janina Gavankar"
"Ellis Miah"	"RuPaul"
"Ellis Miah"	"Miley Cyrus"
"Ellis Miah"	"Yoko Ono"
"Emi Maria"	"Jay'ed"
"Emily Bear"	"Nikki Yanofsky"
"Emily Bear"	"Quincy Jones"
"Emily Wells"	"Terry Riley"
"Emily Wells"	"Questlove"
"Emily Wells"	"Clint Mansell"
"Erik Hassle"	"Shakira"
"Erik Hassle"	"Ellie Goulding"
"Ernie Mendillo"	"Dion DiMucci"
"Ester Dean"	"Chris Brown"
"Ester Dean"	"Beyoncé"
"Farnell Newton"	"Luis Conte"
"Fat Tony (rapper)"	"Bun B"
"Fat Tony (rapper)"	"Kam Franklin"
"Ferdy Doernberg"	"Axel Rudi Pell"
"Fiona Brice"	"Stephanie Dosen"
"Fiona Brice"	"Kanye West"
"Fiona Brice"	"Howard Jones (musician)"
"Franne Golde"	"Whitney Houston"
"Franne Golde"	"Selena"
"Franne Golde"	"Christina Aguilera"
"Frauenarzt"	"Manny Marc"
"Fred St-Gelais"	"Marie-Mai"
"Fred St-Gelais"	"Randy Bachman"
"Fred St-Gelais"	"David Usher"
"Gary Go"	"Steve Angello"
"Gary Go"	"Lady Gaga"
"Giuseppe Ottaviani"	"John O'Callaghan (musician)"
"Giuseppe Ottaviani"	"Amba Shepherd"
"Greg Fidelman"	"Josiah Leming"
"Greg Fidelman"	"Marilyn Manson"
"Hal Linton"	"Rico Love"
"Hal Linton"	"Salaam Remi"
"Hal Linton"	"Melanie Fiona"
"Hallway Productionz"	"Ice Cube"
"Hallway Productionz"	"WC (rapper)"
"Hanne Haller"	"Bernd Meinunger"
"Harjit Harman"	"Mangi Mahal"
"Harjit Harman"	"Babbu Maan"
"Harjit Harman"	"Nachhatar Gill"
"Harjit Harman"	"Preet Harpal"
"Harjit Harman"	"Sardool Sikander"
"Harvey Mason Jr."	"Whitney Houston"
"Harvey Mason Jr."	"Britney Spears"
"Harvey Mason Jr."	"Leona Lewis"
"Harvey Mason Jr."	"Justin Timberlake"
"Hayden Chisholm"	"Bernd Friedmann"
"Heikki Sarmanto"	"Pekka Sarmanto"
"Hichkas"	"Reveal (rapper)"
"Hichkas"	"Yas"
"Hichkas"	"Mahdyar Aghajani"
"Hillary Scott (singer)"	"Linda Davis"
"Ian Carey"	"Taio Cruz"
"Ian Carey"	"Tinchy Stryder"
"Ian Carey"	"Snoop Dogg"
"Ingunn Ringvold"	"Mark Olson (musician)"
"Isaac Opus"	"DJ Khaled"
"Jack Conte"	"Nataly Dawn"
"Jan Robbe"	"Jan Robbe"
"Janet Lawson"	"Ron Carter"
"Janet Lawson"	"Cedar Walton"
"Janet Lawson"	"Rufus Reid"
"Janet Lawson"	"Clark Terry"
"Janet Lawson"	"Ed Thigpen"
"Jann Klose"	"Jim McCarty"
"Jared Evan"	"Illmind"
"Jared Evan"	"Statik Selektah"
"Jared Evan"	"Joey Badass"
"Jared Evan"	"Jimmy Douglass"
"Jean-Michel Soupraya"	"Justice (singer)"
"Jef Labes"	"Bonnie Raitt"
"Jef Labes"	"Van Morrison"
"Jerrod Niemann"	"Garth Brooks"
"Jerrod Niemann"	"Dave Brainard"
"Jesse Lee (singer)"	"Uncle Kracker"
"Jesse Lee (singer)"	"Victoria Banks"
"Jesse Quin"	"Laura Marling"
"Jesús Adrián Romero"	"Alex Campos"
"Jimmy Norman"	"Bob Marley"
"Jimmy Norman"	"Johnny Nash"
"Jimmy Velvit"	"Jimmy Reed"
"Joe Krown"	"Walter ""Wolfman"" Washington"
"Joe Krown"	"Luther Johnson (Guitar Junior)"
"John Bahler"	"Tom Bahler"
"John Bernard Riley"	"Miles Davis"
"John Boutté"	"Paul Sanchez"
"John Lloyd Taylor"	"Demi Lovato"
"Johnny ""J"""	"Tupac Shakur"
"Johnny ""J"""	"MC Hammer"
"Johnny ""J"""	"D'Angelo"
"Johnny ""J"""	"Napoleon (rapper)"
"Jon FX"	"Sizzla"
"Jonathan Gallivan"	"Roger Mooking"
"Jonathan Gallivan"	"David Usher"
"Jordan Francis"	"Demi Lovato"
"Jose Valdes"	"Catherine Whitney"
"Josh Ramsay"	"Danny Fernandes"
"Josh Ramsay"	"Carly Rae Jepsen"
"Josh Thompson (singer)"	"Jason Michael Carroll"
"Josh Thompson (singer)"	"Michael Knox (record producer)"
"Judith Hill"	"Prince (musician)"
"Judith Hill"	"Rod Stewart"
"Judith Hill"	"Barry Manilow"
"Judith Hill"	"Michael Jackson"
"Judith Hill"	"Ai (singer)"
"Judith Hill"	"Carole King"
"Justin Townes Earle"	"Caitlin Rose"
"Justin Townes Earle"	"Jason Isbell"
"Justin Townes Earle"	"Dawn Landes"
"Justin Tranter"	"Julia Michaels"
"Ján Lehotský"	"Marika Gombitová"
"Kana Nishino"	"Verbal (rapper)"
"Kana Nishino"	"Wise (rapper)"
"Karen Bernod"	"D'Angelo"
"Kate Schutt"	"Julian Lage"
"Kate Schutt"	"Gregory Pepper"
"Keith Carlock"	"John Mayer"
"Keith Carlock"	"Sting (musician)"
"Keith Carlock"	"Donald Fagen"
"Ken Butler"	"John Zorn"
"Kenneth Carllile"	"Roger Miller"
"Kenny Marquez"	"Tony De La Rosa (rock guitarist)"
"Kierra Sheard"	"Tasha Cobbs"
"Kim Barlow"	"Catherine MacLellan"
"Kirsty McGee"	"Mat Martin"
"Kiyoshiro Imawano"	"Reichi Nakaido"
"Kiyoshiro Imawano"	"Ryuichi Sakamoto"
"Kiyoshiro Imawano"	"Shigeru Izumiya"
"Kiyoshiro Imawano"	"Kazutoki Umezu"
"Kiyoshiro Imawano"	"Leyona"
"Kiyoshiro Imawano"	"Haruomi Hosono"
"Kosuke Saito"	"Lia (singer)"
"Kristin Mooney"	"Peter Himmelman"
"Kutt Calhoun"	"Tech N9ne"
"Kutt Calhoun"	"Krizz Kaliko"
"Kyjuan"	"Big Gipp"
"Lali Espósito"	"Abraham Mateo"
"Lali Espósito"	"Ricky Martin"
"Lali Espósito"	"Katy Perry"
"Leila Kasra"	"Siavash Shams"
"Leila Kasra"	"Hayedeh"
"Lester Chambers"	"Willie Chambers"
"LiliAna Rose"	"Andy Duncan (musician)"
"Liz Carroll"	"John Doyle (musician)"
"Lolene"	"Sam Sparro"
"Lolene"	"Martina Topley-Bird"
"Lolene"	"J.R. Rotem"
"Lolene"	"Kanye West"
"Loren Gold"	"Kenny Loggins"
"Loren Gold"	"Roger Daltrey"
"M.I"	"Waje"
"M.I"	"ELDee"
"M.I"	"Banky W."
"MaJiKer"	"Camille (singer)"
"Mack Maine"	"Jae Millz"
"Mack Maine"	"Tyga"
"Mack Maine"	"Lil Wayne"
"Magos Herrera"	"Aaron Goldberg"
"Mallary Hope"	"Lauren Alaina"
"Marc with a C"	"Chris Zabriskie"
"Mariama"	"Adé Bantu"
"Mark Thwaite"	"Tricky (musician)"
"Mark Thwaite"	"Al Jourgensen"
"Mark Thwaite"	"Peter Murphy (musician)"
"Mark Thwaite"	"Ricky Warwick"
"Marty O'Brien"	"Tommy Lee"
"Marty O'Brien"	"Celine Dion"
"Marty O'Brien"	"Gus G"
"Marty O'Brien"	"Lindsay Lohan"
"Marty O'Brien"	"Hana Pestle"
"Marty O'Brien"	"Ben Moody"
"María José Castillo"	"Margarita Henríquez"
"Master Shortie"	"Labrinth"
"Matt Hires"	"Sara Bareilles"
"Matt Hires"	"Paolo Nutini"
"Matthias Reim"	"Jürgen Drews"
"Matthias Reim"	"Christoph Brüx"
"Max Perry"	"Hell Rell"
"Max Perry"	"Mistah F.A.B."
"Maxim Fadeev"	"Yulia Savicheva"
"Maxim Fadeev"	"Elena Temnikova"
"Meho Puzić"	"Emina Zečaj"
"Mia Theodoratus"	"Leona Naess"
"Michael Corcoran (musician)"	"Victoria Justice"
"Michael Corcoran (musician)"	"Josh Peck"
"Michael Corcoran (musician)"	"Amanda Bynes"
"Michael Corcoran (musician)"	"Drake Bell"
"Michael Farrell (musician)"	"Morrissey"
"Michael Organ (drummer)"	"Henry Lee Summer"
"Michael Simon (DJ)"	"Jerry Ropero"
"Michael Wainwright (musician)"	"Roland Orzabal"
"Miho Fukuhara"	"Leona Lewis"
"Miho Fukuhara"	"Daichi Miura"
"Misho"	"Aram Mp3"
"Misho"	"HT Hayko"
"Misho"	"Emmy (Armenian singer)"
"Moogy Klingman"	"Bo Diddley"
"Moogy Klingman"	"Bette Midler"
"More or Les"	"Wordburglar"
"Morgan Page"	"Angela McCluskey"
"Morgan Page"	"Tyler James (American musician)"
"Morgan Page"	"Lissie"
"Morgan Page"	"Camila Grey"
"Morgan Page"	"Deadmau5"
"Ms. Triniti"	"Shaggy (musician)"
"Ms. Triniti"	"Tami Chynn"
"Muhsinah"	"Common (rapper)"
"Mychal Simonz"	"Ice Cube"
"Naeto C"	"D'banj"
"Naeto C"	"Lynxxx"
"Naeto C"	"Don Jazzy"
"Naeto C"	"Wande Coal"
"Nancy Kerr"	"Tim Van Eyken"
