"personLabel"	"assocLabel"
"Stefan Galea"	"Ira Losco"
"Tony Dawsey"	"Ronny Jordan"
"Vlado Meller"	"Johnny Cash"
"Wayne Jarrett"	"Horace Andy"
"A.J. Crew"	"Rhymefest"
"ASAP Twelvyy"	"Remy Banks"
"Choo Jackson"	"Mac Miller"
"Cool Nutz"	"E-40"
"Cool Nutz"	"Yukmouth"
"Cool Nutz"	"Kreayshawn"
"Cool Nutz"	"Luni Coleone"
"Danielle Haim"	"Julian Casablancas"
"Danielle Haim"	"Jenny Lewis"
"Demmette Guidry"	"Lauryn Hill"
"Demmette Guidry"	"Maxwell (musician)"
"Dick Mine"	"Noriko Awaya"
"Dwight Pattison"	"Adnan Sami"
"Etta Bond"	"MNEK"
"Etta Bond"	"Devlin (rapper)"
"Etta Bond"	"Josh Osho"
"Iris Gordy"	"Rick James"
"Iris Gordy"	"Smokey Robinson"
"Iyanya"	"Emma Nyra"
"Iyanya"	"Flavour N'abania"
"Iyanya"	"Wizkid (musician)"
"Iyanya"	"Selebobo"
"Jaden Michaels"	"Jordin Sparks"
"Jaroslav Jakubovič"	"Miroslav Vitouš"
"John Kpiaye"	"Linton Kwesi Johnson"
"Jonti"	"Mark Ronson"
"K-Mil"	"DJ Nelson"
"Kayla J. Yoo"	"Natascha Bessez"
"Kayla J. Yoo"	"Hyuk Shin"
"Khaya Mthethwa"	"Israel Houghton"
"Larry Hernandez"	"Paulina Rubio"
"Larry Hernandez"	"Rosie Rivera"
"Larry Hernandez"	"Juan Rivera (singer)"
"Larry Hernandez"	"Luis Coronel"
"Le Youth"	"Cassie Ventura"
"Lee on the Beats"	"Ace Hood"
"Mary Susan Applegate"	"Jennifer Rush"
"Mary Susan Applegate"	"Laura Branigan"
"Mayra Goñi"	"Anna Carina"
"Mickey Jack Cones"	"Kelly Clarkson"
"Mickey Jack Cones"	"Steven Tyler"
"Mickey Jack Cones"	"Trace Adkins"
"Mickey Jack Cones"	"Joe Nichols"
"Mickey Jack Cones"	"Dustin Lynch"
"Mickey Jack Cones"	"Jason Aldean"
"Mike Zombie"	"Jay Z"
"Mike Zombie"	"Wiz Khalifa"
"Gabino Palomares"	"Pete Seeger"
"Gabino Palomares"	"Daniel Viglietti"
"Gabino Palomares"	"Mercedes Sosa"
"Naomi Thompson"	"Caron Wheeler"
"Olamide"	"Adekunle Gold"
"Olamide"	"Lil Kesh"
"Olamide"	"Pheelz"
"Olamide"	"Reminisce (musician)"
"Olamide"	"Davido"
"Olamide"	"Wizkid (musician)"
"Olamide"	"Ice Prince"
"Peter Mokran"	"Lisa Stansfield"
"Peter Mokran"	"Mary J. Blige"
"Marcello Tahitoe"	"Astrid Sartiasari"
"Marcello Tahitoe"	"Glenn Fredly"
"Quốc Trung"	"Hồng Nhung"
"Quốc Trung"	"Thanh Lam"
"RaVaughn"	"Ne-Yo"
"Rachel K Collier"	"Wookie (musician)"
"Rachel K Collier"	"Ray Foxx"
"Sami Saari"	"Aki Sirkesalo"
"Sami Saari"	"Cheek (rapper)"
"TD Cruze"	"Lil B"
"Walfredo de los Reyes"	"Cachao"
"Wynne Paris"	"Krishna Das (singer)"
"Lee Foss"	"Richy Ahmed"
"Lee Foss"	"Jamie Jones (DJ)"
"Lee Foss"	"Anabel Englund"
"Sherifa Gunu"	"Efya"
"William Singe"	"Alessia Cara"
"William Singe"	"Shawn Mendes"
"Ali Tamposi"	"Kelly Clarkson"
"Ali Tamposi"	"Ciara"
"Billy Woods (rapper)"	"Vordul Mega"
"Bishop Nehru"	"Nas"
"Bishop Nehru"	"9th Wonder"
"Bishop Nehru"	"MF Doom"
"Bucie"	"Donald (singer)"
"Cynthia Biggs"	"Dexter Wansel"
"DVLP"	"Juelz Santana"
"Derek George"	"Bryan White"
"Derek George"	"Joe Nichols"
"Desi Dobreva"	"Slavi Trifonov"
"Ellen Brekken"	"Hedvig Mollestad Thomassen"
"Freddy Wike"	"Frøy Aagre"
"Gino Parks"	"Frances Nero"
"Gregg Sutton"	"Sass Jordan"
"Gregg Sutton"	"Maria McKee"
"Gregg Sutton"	"Joe Bonamassa"
"Jacquees"	"Birdman (rapper)"
"Jacquees"	"DJ Spinz"
"Jean DuShon"	"Ramsey Lewis"
"Joey Huffman"	"Miranda Lambert"
"Joey Huffman"	"Izzy Miller"
"Leif Sundin"	"John Norum"
"Lorene Mann"	"Archie Campbell"
"Mai Agan"	"Greg Leisz"
"Mai Agan"	"Kerli"
"Mark Escueta"	"Rico Blanco"
"Mark Escueta"	"Raimund Marasigan"
"Mark Escueta"	"Nathan Azarcon"
"Marshall Goodman"	"Courtney Adams"
"Mikael Gabriel"	"Cheek (rapper)"
"Mitoy Yonting"	"Lea Salonga"
"Nate Pyfer"	"Kaskade"
"Nita Bahtiri"	"Elton Deda"
"Oscar Grönberg"	"Hanna Paulsberg"
"Owen Bolwell"	"Merril Bainbridge"
"Paul Yandell"	"Kitty Wells"
"Paul Yandell"	"Johnnie Wright"
"Simon Franglen"	"Toni Braxton"
"Simon Franglen"	"James Horner"
"Statik Link"	"Kaskade"
"Steven Malcolmson"	"Lemar"
"Steven Malcolmson"	"MC-VA"
"Tadaharu Nakano"	"Hachiro Kasuga"
"Tasis (rapper)"	"Cheek (rapper)"
"Vanessa Mdee"	"Tim Westwood"
"Vanessa Mdee"	"Ice Prince"
"Willie B (producer)"	"Kendrick Lamar"
"Willie B (producer)"	"J. Cole"
"Yuri Yunakov"	"Ivo Papazov"
"Yuri Yunakov"	"Neshko Neshev"
"Zach Crowell"	"Carrie Underwood"
"Zach Crowell"	"Dustin Lynch"
"Zach Crowell"	"Sam Hunt"
"Bankroll Fresh"	"Zaytoven"
"Bankroll Fresh"	"Gucci Mane"
"George de Fretes"	"Joyce Aubrey"
"George de Fretes"	"Ming Luhulima"
"George de Fretes"	"Wanda de Fretes"
"Johnoy Danao"	"Bullet Dumas"
"Johnoy Danao"	"Kakoy Legaspi"
"Rudi Wairata"	"Joyce Aubrey"
"Rudi Wairata"	"Ming Luhulima"
"AK (rapper, born 1991)"	"Flying Lotus"
"A Pass"	"Bebe Cool"
"Abdi Behravanfar"	"Mohsen Namjoo"
"Abra (rapper)"	"Ron Henley (rapper)"
"Abra (rapper)"	"Quest (singer)"
"Al Hurricane"	"Al Hurricane, Jr."
"Alan Morse"	"Spencer Davis"
"Alice (singer)"	"Franco Battiato"
"Amy Holland"	"Michael McDonald (singer)"
"Amy Holland"	"David Pack"
"Amy Sky"	"Marc Jordan"
"Andrea (Bulgarian singer)"	"Mario Winans"
"Andrea (Bulgarian singer)"	"Bob Sinclar"
"Andrea Bocelli"	"Sarah Brightman"
"Angel (British musician)"	"Wiley (rapper)"
"Aqualung (musician)"	"Lianne La Havas"
"Astrid Williamson"	"John Cale"
"Astrid Williamson"	"Arthur Baker (musician)"
"Astrid Williamson"	"Leo Abrahams"
"Atticus Ross"	"Leopold Ross"
"Ava Barber"	"Mary Lou Metzger"
"Ava Barber"	"Ralna English"
"Band Aid (band)"	"Hear 'n Aid"
"Banks (singer)"	"The Weeknd"
"Bas (rapper)"	"Ron Gilmore"
"Bas (rapper)"	"J. Cole"
"Beth Gibbons"	"Paul Webb"
"Beth Hart"	"Joe Bonamassa"
"Bif Naked"	"Will Blunderfield"
"Bill Nelson (musician)"	"Joe Hisaishi"
"Bill Nelson (musician)"	"Matt Howarth"
"Bill Nelson (musician)"	"Reeves Gabrels"
"Bill Nelson (musician)"	"David Sylvian"
"Bill Nelson (musician)"	"Ramon Tikaram"
"Billy Gibbons"	"Roky Erickson"
"Billy Gibbons"	"DJ Screw"
"Bishop Lamont"	"Warren G"
"Bishop Lamont"	"Eminem"
"Bizarre (rapper)"	"Eminem"
"Boss (rapper)"	"Erick Sermon"
"Boss (rapper)"	"Esham"
"Boss (rapper)"	"Spice 1"
"Brad Delson"	"Fort Minor"
"Brad Delson"	"Busta Rhymes"
"Brad Mehldau"	"Joshua Redman"
"Brad Mehldau"	"Kurt Rosenwinkel"
"Brad Mehldau"	"Chris Thile"
"Brad Paisley"	"Carrie Underwood"
"Brad Paisley"	"Ashley Gorley"
"Brad Wilk"	"Juliette Lewis"
"Bradley McIntosh"	"Juggy D"
"Bradley McIntosh"	"Gak Jonze"
"Brian Eno"	"Jon Hassell"
"Brian Eno"	"Phil Collins"
"Brian Eno"	"Karl Hyde"
"Buffy Sainte-Marie"	"Pete Seeger"
"Bunny DeBarge"	"Bobby DeBarge"
"Byron Cage"	"Kurt Carr"
"C. J. Ramone"	"Brant Bjork"
"Cage (rapper)"	"Necro (rapper)"
"Cage (rapper)"	"Camu Tao"
"Chamillionaire"	"Paul Wall"
"Charli Baltimore"	"Cam'ron"
"Charli Baltimore"	"Royce da 5'9"""
"Chatur Lal"	"Ali Akbar Khan"
"Chris Brown"	"Rihanna"
"Chris Brown"	"Bow Wow (rapper)"
"Chris Brown"	"Kevin McCall"
"Chris Brown"	"Nicki Minaj"
"Chris Carter (record producer/mixer)"	"Jasmine Trias"
"Chris Carter (record producer/mixer)"	"Natalise"
"Christopher (singer)"	"Molly Sandén"
"Classified (rapper)"	"Brother Ali"
"Classified (rapper)"	"Maestro (rapper)"
"Classified (rapper)"	"Dave McIntyre"
"Classified (rapper)"	"DL Incognito"
"Classified (rapper)"	"Moka Only"
"Classified (rapper)"	"Choclair"
"Classified (rapper)"	"Royce da 5'9"""
"Clyde Otis"	"Natalie Cole"
"Conny Plank"	"Gianna Nannini"
"Conny Plank"	"Hans-Joachim Roedelius"
"Conny Plank"	"Mayo Thompson"
"Conor Oberst"	"M. Ward"
"Cornelius (musician)"	"Takako Minekawa"
"Crazy Titch"	"Trim (rapper)"
"Cris Cab"	"Wyclef Jean"
"D.O.E."	"Timbaland"
"D.V.S*"	"Talib Kweli"
"D. O. (rapper)"	"Marco Polo (producer)"
"DJ Solo"	"DJ Muggs"
"DMX (rapper)"	"Nas"
"DMX (rapper)"	"Swizz Beatz"
"DMX (rapper)"	"Busta Rhymes"
"DMX (rapper)"	"Drag-On"
"Daddy Yankee"	"Don Omar"
"Daddy Yankee"	"Farruko"
"Daddy Yankee"	"Arcángel (singer)"
"Daddy Yankee"	"DJ Playero"
"Danna Paola"	"Aleks Syntek"
"Davy DMX"	"Lovebug Starski"
"Despot (rapper)"	"Action Bronson"
"Diana Est"	"Enrico Ruggeri"
"Dillon Francis"	"Skrillex"
"Dillon Francis"	"Calvin Harris"
"Dillon Francis"	"DJ Snake"
"Dino Jelusić"	"John Macaluso"
"Dino Merlin"	"Zdravko Čolić"
"Dino Merlin"	"Željko Joksimović"
"Dino Merlin"	"Yoad Nevo"
"Dino Merlin"	"Nina Badrić"
"Dino Merlin"	"Vesna Zmijanac"
"Dino Merlin"	"Emina Jahović"
"Divine Brown"	"Lawrence Gowan"
"Divine Brown"	"Quanteisha"
"Don Cherry (trumpeter)"	"Ornette Coleman"
"Don Cherry (trumpeter)"	"Sonny Rollins"
"Don Cherry (trumpeter)"	"Paul Bley"
"Don Cherry (trumpeter)"	"Naná Vasconcelos"
"Don Friedman"	"Pepper Adams"
"Don Friedman"	"Booker Little"
"Doug Paisley"	"Garth Hudson"
"Draft (musician)"	"Wickaman"
"Draft (musician)"	"Emalkay"
"Duke Montana"	"Fabri Fibra"
"EL (rapper)"	"Ball J"
"EL (rapper)"	"C-Real (rapper)"
"EL (rapper)"	"Ian Jazzi"
"EL (rapper)"	"Reggie Rockstone"
"El DeBarge"	"James Ingram"
"El DeBarge"	"Siedah Garrett"
"El DeBarge"	"DJ Quik"
"Eliane Elias"	"Toquinho"
"Eliane Elias"	"Vinicius de Moraes"
"Flex (singer)"	"Arcángel (singer)"
"Frank Ocean"	"Earl Sweatshirt"
"Frankie J"	"Baby Bash"
"Frankie Lymon"	"Little Richard"
"Frankie Miller"	"Joe Walsh"
"Frankie Miller"	"Ray Charles"
"Frankie Miller"	"Phil Lynott"
"Frankie Miller"	"Johnny Cash"
"GG Allin"	"J Mascis"
"GLC (rapper)"	"Really Doe"
"GLC (rapper)"	"Kendrick Lamar"
"GLC (rapper)"	"The Legendary Traxster"
"Gary Lightbody"	"Ed Sheeran"
"Gary Stewart (singer)"	"Dickey Betts"
"Gerry Marsden"	"The Crowd (band)"
"Glory (singer)"	"Don Omar"
"Heavy D"	"Mary J. Blige"
"Hurricane G"	"Redman (rapper)"
"Hurricane G"	"Erick Sermon"
"Ian Wallace (drummer)"	"Jackson Browne"
"Ian Wallace (drummer)"	"Joe Walsh"
"Ian Wallace (drummer)"	"Johnny Hallyday"
"Ian Wallace (drummer)"	"Jon Anderson"
"Ian Wallace (drummer)"	"Neil Innes"
"Ian Wallace (drummer)"	"Peter Banks"
"Ian Wallace (drummer)"	"Steve Marriott"
"Ian Wallace (drummer)"	"Tim Buckley"
"Ian Wallace (drummer)"	"Warren Zevon"
"Ian Wallace (drummer)"	"Larry Coryell"
"Ian Wallace (drummer)"	"Lonnie Mack"
"Immortal Technique"	"DJ Green Lantern"
"Immortal Technique"	"Jean Grae"
"Immortal Technique"	"Lowkey"
"Immortal Technique"	"Chino XL"
"Immortal Technique"	"Ill Bill"
"Immortal Technique"	"Akir"
"Immortal Technique"	"Sabac Red"
"J.R. Rotem"	"Ne-Yo"
"J.R. Rotem"	"Rihanna"
"J.R. Rotem"	"Nicki Minaj"
"J.R. Rotem"	"Skylar Grey"
"JP (musician)"	"Misia"
"JP (musician)"	"Muro (DJ)"
"J Dilla"	"Madlib"
"J Dilla"	"Busta Rhymes"
"J Dilla"	"Guilty Simpson"
"J Dilla"	"Bilal (American singer)"
"J Dilla"	"Black Milk"
"J Dilla"	"Dwele"
"Ja Rule"	"Mary J. Blige"
"Ja Rule"	"Fat Joe"
"Jason Dy"	"Sarah Geronimo"
"Jermaine Dupri"	"Bow Wow (rapper)"
"Joe (singer)"	"Case (singer)"
"John Taylor (bass guitarist)"	"Robert Palmer (singer)"
"Johnny Rebel (singer)"	"Warren Storm"
"Jordan Rudess"	"Vinnie Moore"
"Jordan Rudess"	"Kip Winger"
"Jordan Rudess"	"John Petrucci"
"Jordan Rudess"	"Tom Coster"
"Jordan Rudess"	"Mr. Fastfinger"
"Jordan Rudess"	"Richard Lainhart"
"Jordan Rudess"	"Nóirín Ní Riain"
"Jordan Rudess"	"Rod Morgenstein"
"Jordan Rudess"	"Annie Haslam"
"Jordan Rudess"	"Paul Winter"
"Kai Winding"	"J. J. Johnson"
"Kai Winding"	"Paul Chambers"
"Karen Tweed"	"Kathryn Tickell"
"Karen Tweed"	"Sally Barker"
"Karyn Rochelle"	"Trisha Yearwood"
"Karyn Rochelle"	"Kellie Pickler"
"Lal Waterson"	"Martin Carthy"
"Leonard Cohen"	"Jennifer Warnes"
"Leonard Cohen"	"Judy Collins"
"Leonard Cohen"	"Sharon Robinson (songwriter)"
"Lionel Hampton"	"Teddy Wilson"
"Louis Clark"	"Annie Haslam"
"Louisa Johnson"	"Digital Farm Animals"
"Maniac (producer)"	"Wiley (rapper)"
"Marc Kinchen"	"Route 94 (musician)"
"Marilyn Manson"	"Gucci Mane"
"Marilyn Manson"	"Eminem"
"Mark Clarke"	"Billy Squier"
"Mark Knopfler"	"Sonny Landreth"
"Marques Houston"	"Omarion"
"Marques Houston"	"J-Boog"
"Mat Zo"	"Arty (musician)"
"Mat Zo"	"Porter Robinson"
"Melanie Fiona"	"Jay Z"
"Melanie Fiona"	"Nas"
"Melanie Fiona"	"J. Cole"
"Michael Romeo"	"Steve Walsh (musician)"
"Mick Harvey"	"PJ Harvey"
"Mick Jones (Foreigner guitarist)"	"Johnny Hallyday"
"Mick Jones (Foreigner guitarist)"	"Leslie West"
"Mick Taylor"	"Jack Bruce"
"Mike Joyce (musician)"	"Sinéad O'Connor"
"Mike Joyce (musician)"	"Julian Cope"
"Murtaza Khojami"	"Morteza Pashaei"
"Mylène Farmer"	"Jean-Louis Murat"
"Ol' Dirty Bastard"	"E-40"
"Ol' Dirty Bastard"	"Busta Rhymes"
"PW (rapper)"	"Ari Lennox"
"PW (rapper)"	"Greatness Jones"
"Pastor Troy"	"Lil Wyte"
"Pastor Troy"	"Big Boi"
"Pastor Troy"	"Killer Mike"
"Pastor Troy"	"Criminal Manne"
"Pastor Troy"	"Gucci Mane"
"Pastor Troy"	"Wiz Khalifa"
"Pastor Troy"	"Lil Jon"
"Pastor Troy"	"Young Jeezy"
"Pedro Aznar"	"Luis Alberto Spinetta"
"Peter Biker"	"Soulshock"
"Peter Elkas"	"Joel Plaskett"
"Phil Vassar"	"Tim McGraw"
"Phil Vassar"	"Jo Dee Messina"
"Post Malone"	"Justin Bieber"
"R. Stevie Moore"	"Ariel Pink"
"R. Stevie Moore"	"Jad Fair"
"Rap Monster"	"Warren G"
"Rap Monster"	"Zico (rapper)"
"RationaL (rapper)"	"Shad (rapper)"
"Reek da Villian"	"Busta Rhymes"
"Rhys Chatham"	"Tony Conrad"
"Rudy Trouvé"	"Lou Barlow"
"Sap (producer)"	"Mac Miller"
"Scott Walker (singer)"	"Bat for Lashes"
"Snow (musician)"	"Junior Reid"
"Snow (musician)"	"Yami Bolo"
"Snow (musician)"	"MC Shan"
"Snow (musician)"	"Fat Joe"
"Speak!"	"Vince Staples"
"Spider Loc"	"Tony Yayo"
"Static Major"	"Timbaland"
"Static Major"	"Sean Combs"
"Static Major"	"DeVante Swing"
"Static Major"	"Smoke E. Digglera"
"Steve Jones (musician)"	"Joan Jett"
"Steve Strongman"	"Mel Brown (guitarist)"
"Steven Wilson"	"Nik Kershaw"
"Stevie Ray Vaughan"	"Jimmie Vaughan"
"Stevie Ray Vaughan"	"Lou Ann Barton"
"Stevie Ray Vaughan"	"Marc Benno"
"Stevie Ray Vaughan"	"Lonnie Mack"
"Styles P"	"Swizz Beatz"
"Susan Boyle"	"Donny Osmond"
"Susan Boyle"	"Elaine C. Smith"
"Sylvia (singer)"	"Juice Newton"
"Sylvia (singer)"	"Janie Fricke"
"Tash (rapper)"	"Silkski"
"The Game (rapper)"	"Nas"
"The Game (rapper)"	"Kendrick Lamar"
"Tia Fuller"	"Jon Faddis"
"Tia Fuller"	"Sean Jones (trumpeter)"
"Tim Bowness"	"David Torn"
"Tim Bowness"	"Richard Barbieri"
"Tim Bowness"	"Judy Dyble"
"Tommy Brown (record producer)"	"Nas"
"Tommy Brown (record producer)"	"Travis Scott"
"Tommy Brown (record producer)"	"Ariana Grande"
"Tommy Brown (record producer)"	"Eric Bellinger"
"Tommy Brown (record producer)"	"Pia Mia"
"Tove Lo"	"Lucas Nord"
"Tove Lo"	"Nick Jonas"
"Tove Lo"	"Alesso"
"Trick-Trick"	"Obie Trice"
"Trick-Trick"	"Eminem"
"Trick Daddy"	"Trina"
"Trick Daddy"	"Luther Campbell"
"Trick Daddy"	"Dray Skky"
"Trick Daddy"	"Plies (rapper)"
"Trick Daddy"	"Brisco (rapper)"
"Trick Daddy"	"Bigg D"
"Trick Daddy"	"Ace Hood"
"Trick Daddy"	"Young Jeezy"
"Vassar Clements"	"John Hartford"
"Venetian Snares"	"Cex (musician)"
"Verbal (rapper)"	"Mademoiselle Yulia"
"WC (rapper)"	"Young Maylay"
"WC (rapper)"	"Kokane"
"WC (rapper)"	"Knoc-turn'al"
"Yolanda Adams"	"Kirk Franklin"
"Yolanda Adams"	"Donnie McClurkin"
"Young Buck"	"B.G. (rapper)"
"Young Buck"	"C-Bo"
"Young Buck"	"Young Jeezy"
"Young Thug"	"Travis Scott"
"Young Thug"	"Gucci Mane"
"Big Joe Turner"	"Pete Johnson"
"Bill Monroe"	"Carter Stanley"
"Bill Whelan"	"Davy Spillane"
"Bill Whelan"	"Andy Irvine (musician)"
"Billie Joe Armstrong"	"Norah Jones"
"Brian Wilson"	"Van Dyke Parks"
"Brian Wilson"	"Andy Paley"
"Brian Wilson"	"Don Was"
"Brian Wilson"	"Gary Usher"
"Buddy Miller"	"Shawn Colvin"
"Buddy Miller"	"Steve Earle"
"Buddy Miller"	"David Rawlings"
"Buddy Miller"	"Gillian Welch"
"Buddy Miller"	"Patty Griffin"
"Captain Beefheart"	"Gary Lucas"
"Captain Beefheart"	"Jack Nitzsche"
"Captain Beefheart"	"Eric Drew Feldman"
"Captain Beefheart"	"Moris Tepper"
"Captain Beefheart"	"Rockette Morton"
"Captain Beefheart"	"Zoot Horn Rollo"
"Derek Bailey (guitarist)"	"Han Bennink"
"Elliott Smith"	"Pete Krebs"
"Elliott Smith"	"Mary Lou Lord"
"Eric Dolphy"	"Ornette Coleman"
"Eric Dolphy"	"George Russell (composer)"
"Eric Dolphy"	"Max Roach"
"Eric Dolphy"	"Freddie Hubbard"
"Eric Dolphy"	"Booker Little"
"Eric Dolphy"	"Oliver Nelson"
"Eva Cassidy"	"Katie Melua"
"JC Chasez"	"Kristina Maria"
"Jimmy Rogers"	"Little Walter"
"Joe Satriani"	"Paul Gilbert"
"Joe Satriani"	"Sammy Hagar"
"Joe Satriani"	"Steve Vai"
"John Entwistle"	"Pete Townshend"
"John Entwistle"	"Susanna Hoffs"
"John Entwistle"	"Henry Small (singer)"
"John Linnell"	"John Flansburgh"
"Neil Young"	"Rick James"
"Neil Young"	"Leon Russell"
"Nick Cave"	"PJ Harvey"
"Nico"	"John Cale"
"Nico"	"Kevin Ayers"
"Patsy Cline"	"Jimmy Dean"
"Patsy Cline"	"Loretta Lynn"
"Patsy Cline"	"Willie Nelson"
"Patsy Cline"	"Eddy Arnold"
"Patsy Cline"	"Jan Howard"
"Patsy Cline"	"Kitty Wells"
"Phil Keaggy"	"Paul Clark (Christian musician)"
"Randy Bachman"	"Chad Allan (musician)"
"Thelonious Monk"	"Sonny Rollins"
"Thelonious Monk"	"Milt Jackson"
"Thelonious Monk"	"Oscar Pettiford"
"Thelonious Monk"	"Art Blakey"
"Tom Petty"	"Johnny Cash"
"Tony Williams (drummer)"	"Jackie McLean"
"Tony Williams (drummer)"	"Sam Rivers"
"Tony Williams (drummer)"	"Alan Dawson"
"Víctor Jara"	"Violeta Parra"
"Víctor Jara"	"Holly Near"
"Víctor Jara"	"Silvio Rodríguez"
"Víctor Jara"	"Dean Reed"
"Víctor Jara"	"Isabel Parra"
"Víctor Jara"	"Patricio Manns"
"Víctor Jara"	"Daniel Viglietti"
"Dawn Langstroth"	"Jann Arden"
"Dawn Langstroth"	"Ron Sexsmith"
"Dawn Langstroth"	"Shelby Lynne"
"Dawn Langstroth"	"John McDermott (singer)"
"J. Wells"	"DJ Quik"
"J. Wells"	"Keyshia Cole"
"Jon Sholle"	"Tony Trischka"
"Self Jupiter"	"Aceyalone"
"Aaron Weinstein"	"Les Paul"
"Aaron Weinstein"	"Annie Ross"
"Aaron Weinstein"	"Christine Ebersole"
"Aaron Weinstein"	"Howard Alden"
"Aaron Weinstein"	"John Pizzarelli"
"Aaron Weinstein"	"Houston Person"
"Aaron Weinstein"	"Al Caiola"
"Aaron Weinstein"	"Warren Vache"
"Aaron Weinstein"	"Scott Hamilton (musician)"
"Aaron Weinstein"	"Dick Hyman"
"Adam Messinger"	"Michael Bolton"
"Adam Messinger"	"Manafest"
"Adam Messinger"	"Justin Bieber"
"Adam Rudolph"	"Yusef Lateef"
"Adam Rudolph"	"Leni Stern"
"Addictiv"	"Busta Rhymes"
"Ahmad Dhani"	"Mulan Jameela"
"Alex Cuba"	"Adonis Puentes"
"Alexander Tucker (musician)"	"Stephen O'Malley"
"Alvin Slaughter"	"Sean Slaughter"
"Amber Dotson"	"Travis Tritt"
"Ambrose Akinmusire"	"Cold Specks"
"AmpLive"	"Eligh"
"AmpLive"	"Goapele"
"Amy Malkoff"	"Jonatha Brooke"
"Amy Malkoff"	"David Wilcox (American musician)"
"Amy Malkoff"	"Ellis Paul"
"Amy Malkoff"	"Patty Larkin"
"Amy Malkoff"	"Sean Altman"
"Andre Nickatina"	"Messy Marv"
"Andre Nickatina"	"San Quinn"
"Andrew W.K."	"Matt Sweeney"
"Andy West"	"Mike Keneally"
"Anuar Zain"	"Camelia"
"Anuar Zain"	"Hetty Sarlene"
"Anye Elite"	"Fly Young Red"
"Arthur Rhames"	"Rashied Ali"
"Astronautalis"	"Bleubird"
"Astronautalis"	"Babel Fishh"
"Astrud Gilberto"	"Stan Getz"
"Astrud Gilberto"	"João Gilberto"
"Astrud Gilberto"	"Vinicius de Moraes"
"Avery Storm"	"Nelly"
"B. Dolan"	"Sage Francis"
"Bad Boy Joe"	"Louie DeVito"
"Becky Hobbs"	"Moe Bandy"
"Ben Sollee"	"Vienna Teng"
"Ben Wolfe"	"Wynton Marsalis"
"Beppe Gambetta"	"Don Ross (guitarist)"
"Big Kuntry King"	"Slick Pulla"
"Big Sha"	"100 Kila"
"Big Sha"	"Drag-On"
"Bill LaBounty"	"Steve Wariner"
"Bob Lanois"	"Tom Wilson (musician)"
"Bob Sedergreen"	"Jimmy Witherspoon"
"Bob Thompson (musician)"	"Van Dyke Parks"
"Boi-1da"	"Lecrae"
"Bones Howe"	"Juice Newton"
"Brandon Patton"	"MC Frontalot"
"Brooke White"	"Michael Johns (singer)"
"Bryn Haworth"	"Bruce Rowland (drummer)"
"Bryn Haworth"	"Chris Stainton"
"Bryn Haworth"	"Henry Spinetti"
"Buddy Whittington"	"John Mayall"
"Buzz Cason"	"Jimmy Buffett"
"Calvin Newborn"	"Al Grey"
"Calvin Newborn"	"Phineas Newborn Jr."
"Calvin Newborn"	"Jimmy Forrest"
"Candy DeRouge"	"Jennifer Rush"
"Candy DeRouge"	"Laura Branigan"
"Candy DeRouge"	"Chris Norman"
"Cary Hudson"	"John Stirratt"
"Catherine Whitney"	"Freddie Hubbard"
"Charlotte Hatherley"	"Bat for Lashes"
"Chezidek"	"I Wayne"
"Chezidek"	"Gentleman (musician)"
"Chief Stephen Osita Osadebe"	"Victor Uwaifo"
"Chords (musician)"	"Promoe"
"Chris Cheek"	"Paul Motian"
"Chris Eaton (UK musician)"	"Jaci Velasquez"
"Chris Minh Doky"	"Michael Brecker"
"Chris Minh Doky"	"Trilok Gurtu"
"Chris Minh Doky"	"Mike Stern"
"Chris Willis"	"Nervo (duo)"
"Chris Willis"	"Hook n Sling"
"Chris Willis"	"David Guetta"
"Christos Demetriou"	"Mike d'Abo"
"Christos Demetriou"	"John Kongos"
"Clark Tracey"	"Stan Tracey"
"Clark Tracey"	"Iain Ballamy"
"Corky James"	"LeAnn Rimes"
"Corky James"	"Kevin Gilbert (musician)"
"Corky James"	"Jordin Sparks"
"Corky James"	"Mark Isham"
"Count Bass D"	"MF Doom"
"Courtney Fortune"	"Chris Walden"
"Craig Else"	"Taylor Dayne"
"Craig Leon"	"Joshua Bell"
"Craig Leon"	"Luciano Pavarotti"
"Cruz Martínez"	"Abel Talamantez"
"Cy Curnin"	"Rupert Hine"
"Czesław Śpiewa"	"Stanisław Sojka"
"Czesław Śpiewa"	"Adam Darski"
"D.C. Minner"	"Larry Johnson (musician)"
"DJ Clay"	"Anybody Killa"
"DJ Clay"	"Blaze Ya Dead Homie"
"DJ Clay"	"Esham"
"Daishi Dance"	"Mika Nakashima"
"Dame Grease"	"Swizz Beatz"
"Dame Grease"	"DJ King Assassin"
"Daniel Humair"	"Jean-Luc Ponty"
"Daniel Humair"	"Gerry Mulligan"
"Daniel Humair"	"Kenny Barron"
"Dave Amato"	"Jimmy Barnes"
"Dave Amato"	"Ted Nugent"
"Dawn Landes"	"Sufjan Stevens"
"Dawn Sears"	"Vince Gill"
"Dawn Sears"	"Patty Loveless"
"Dawn Sears"	"Tracy Byrd"
"Deadmau5"	"Rob Swire"
"Deadmau5"	"Skrillex"
"Deadmau5"	"Kaskade"
"Deezle"	"Birdman (rapper)"
"Deezle"	"Mannie Fresh"
"Diane Charlemagne"	"High Contrast"
"Dorothy Norwood"	"Albertina Walker"
"Doug Grean"	"Scott Weiland"
